-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/02/1981 through 02/01/2024 
Location: Latitude  36.7529   Longitude 3.042 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 44.61 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN
1992,4,26,17.56,15.47
1992,4,27,18.51,15.61
1992,4,28,20.25,16.7
1992,4,29,18.14,14.16
1992,4,30,16.45,14.23
1992,5,1,17.25,14.1
1992,5,2,20.23,14.97
1992,5,3,17.17,14.02
1992,5,4,16.0,14.44
1992,5,5,17.25,15.0
1992,5,6,17.71,14.7
1992,5,7,18.01,15.53
1992,5,8,17.93,15.01
1992,5,9,18.4,15.45
1992,5,10,18.58,15.0
1992,5,11,19.89,16.29
1992,5,12,19.3,16.7
1992,5,13,20.3,16.33
1992,5,14,20.55,17.25
1992,5,15,20.23,17.17
1992,5,16,19.69,16.9
1992,5,17,20.66,17.08
1992,5,18,20.69,16.95
1992,5,19,21.23,18.94
1992,5,20,21.76,18.29
1992,5,21,20.58,17.79
1992,5,22,20.76,18.4
1992,5,23,20.92,18.25
1992,5,24,19.66,18.01
1992,5,25,20.54,17.87
1992,5,26,20.78,17.4
1992,5,27,22.3,18.48
1992,5,28,22.4,19.2
1992,5,29,22.42,18.9
1992,5,30,22.53,18.51
1992,5,31,22.02,19.0
1992,6,1,21.0,18.69
1992,6,2,21.55,17.98
1992,6,3,21.69,16.63
1992,6,4,21.06,16.78
1992,6,5,21.89,17.99
1992,6,6,21.92,18.98
1992,6,7,20.65,18.26
1992,6,8,21.46,18.29
1992,6,9,21.79,17.65
1992,6,10,19.5,17.94
1992,6,11,20.55,17.64
1992,6,12,21.15,18.23
1992,6,13,20.62,17.49
1992,6,14,24.49,18.85
1992,6,15,21.61,18.33
1992,6,16,21.33,18.19
1992,6,17,20.57,18.32
1992,6,18,21.0,17.94
1992,6,19,22.59,19.0
1992,6,20,23.39,19.34
1992,6,21,22.04,19.48
1992,6,22,20.15,19.17
1992,6,23,22.57,18.96
1992,6,24,21.21,18.85
1992,6,25,21.81,18.65
1992,6,26,22.6,18.93
1992,6,27,23.19,19.44
1992,6,28,23.34,20.26
1992,6,29,23.69,20.44
1992,6,30,23.51,20.71
1992,7,1,23.51,20.66
1992,7,2,22.82,20.08
1992,7,3,23.75,19.98
1992,7,4,24.04,20.31
1992,7,5,23.23,20.87
1992,7,6,23.69,20.99
1992,7,7,23.4,21.06
1992,7,8,22.16,19.9
1992,7,9,22.99,19.85
1992,7,10,25.63,20.35
1992,7,11,24.3,21.75
1992,7,12,25.19,21.54
1992,7,13,25.24,21.85
1992,7,14,24.75,21.37
1992,7,15,25.09,20.79
1992,7,16,25.81,21.58
1992,7,17,24.57,21.68
1992,7,18,25.49,22.12
1992,7,19,26.76,22.59
1992,7,20,27.82,22.53
1992,7,21,24.5,21.96
1992,7,22,26.52,22.85
1992,7,23,26.58,23.44
1992,7,24,26.48,23.25
1992,7,25,26.01,23.05
1992,7,26,26.23,22.53
1992,7,27,26.15,22.71
1992,7,28,26.69,23.68
1992,7,29,27.85,23.66
1992,7,30,30.51,25.11
1992,7,31,30.69,25.89
1992,8,1,28.58,25.26
1992,8,2,29.21,25.6
1992,8,3,29.19,25.67
1992,8,4,28.49,25.64
1992,8,5,28.97,24.91
1992,8,6,28.52,25.08
1992,8,7,28.22,24.94
1992,8,8,29.15,24.57
1992,8,9,27.45,24.06
1992,8,10,25.93,22.85
1992,8,11,26.71,23.98
1992,8,12,27.18,23.93
1992,8,13,27.01,24.12
1992,8,14,27.42,23.51
1992,8,15,26.72,24.23
1992,8,16,27.42,23.83
1992,8,17,27.5,23.9
1992,8,18,26.55,23.38
1992,8,19,26.97,23.18
1992,8,20,26.53,23.69
1992,8,21,27.65,23.88
1992,8,22,28.32,25.61
1992,8,23,29.8,26.09
1992,8,24,30.38,26.27
1992,8,25,30.06,25.97
1992,8,26,30.41,25.67
1992,8,27,28.97,25.28
1992,8,28,28.87,25.62
1992,8,29,27.37,23.25
1992,8,30,25.84,22.74
1992,8,31,27.26,23.13
1992,9,1,25.35,23.05
1992,9,2,25.76,22.72
1992,9,3,25.4,22.54
1992,9,4,26.09,22.55
1992,9,5,26.51,23.27
1992,9,6,26.31,23.08
1992,9,7,27.29,23.12
1992,9,8,25.76,22.8
1992,9,9,26.06,23.3
1992,9,10,26.59,23.99
1992,9,11,30.26,24.69
1992,9,12,27.07,24.16
1992,9,13,27.3,24.03
1992,9,14,26.76,24.25
1992,9,15,26.2,23.64
1992,9,16,26.43,23.18
1992,9,17,25.95,22.7
1992,9,18,25.83,22.29
1992,9,19,24.65,22.01
1992,9,20,26.4,22.98
1992,9,21,27.01,23.99
1992,9,22,24.88,22.58
1992,9,23,23.74,22.19
1992,9,24,25.07,21.79
1992,9,25,28.15,23.27
1992,9,26,28.55,23.76
1992,9,27,23.77,21.25
1992,9,28,23.23,20.8
1992,9,29,24.37,21.0
1992,9,30,24.8,22.06
1992,10,1,24.58,21.48
1992,10,2,24.61,21.75
1992,10,3,23.38,22.06
1992,10,4,22.47,17.94
1992,10,5,21.49,19.24
1992,10,6,22.61,19.86
1992,10,7,22.36,19.38
1992,10,8,24.75,20.36
1992,10,9,20.94,19.4
1992,10,10,20.78,18.01
1992,10,11,20.73,17.99
1992,10,12,20.83,18.08
1992,10,13,20.2,17.36
1992,10,14,20.06,17.45
1992,10,15,21.13,17.79
1992,10,16,23.57,19.25
1992,10,17,21.3,18.36
1992,10,18,20.58,17.73
1992,10,19,22.83,19.4
1992,10,20,22.41,19.85
1992,10,21,20.77,18.78
1992,10,22,18.6,16.09
1992,10,23,19.15,16.44
1992,10,24,20.08,16.49
1992,10,25,21.15,16.6
1992,10,26,21.55,17.55
1992,10,27,20.65,18.05
1992,10,28,20.69,17.98
1992,10,29,20.89,17.92
1992,10,30,22.66,19.13
1992,10,31,19.87,14.98
1992,11,1,17.07,14.54
1992,11,2,15.51,14.1
1992,11,3,17.92,15.23
1992,11,4,18.68,16.9
1992,11,5,18.76,16.62
1992,11,6,18.93,17.08
1992,11,7,19.72,16.67
1992,11,8,19.86,17.25
1992,11,9,20.58,15.22
1992,11,10,19.76,16.83
1992,11,11,18.99,16.64
1992,11,12,18.99,16.78
1992,11,13,19.13,16.9
1992,11,14,19.23,17.02
1992,11,15,20.58,17.37
1992,11,16,18.45,14.9
1992,11,17,17.89,14.91
1992,11,18,17.86,16.37
1992,11,19,17.96,15.99
1992,11,20,17.99,15.46
1992,11,21,18.3,15.57
1992,11,22,18.98,16.01
1992,11,23,20.42,16.68
1992,11,24,19.74,15.92
1992,11,25,18.98,16.02
1992,11,26,19.89,15.82
1992,11,27,18.91,16.48
1992,11,28,19.37,15.78
1992,11,29,19.01,15.86
1992,11,30,17.35,15.15
1992,12,1,18.43,14.93
1992,12,2,18.69,14.77
1992,12,3,19.11,15.76
1992,12,4,18.31,15.12
1992,12,5,19.05,16.38
1992,12,6,16.41,15.5
1992,12,7,19.38,15.74
1992,12,8,15.9,14.46
1992,12,9,15.37,13.87
1992,12,10,14.23,12.5
1992,12,11,13.84,12.08
1992,12,12,14.4,12.49
1992,12,13,16.32,12.2
1992,12,14,17.61,12.3
1992,12,15,16.69,12.66
1992,12,16,17.01,14.01
1992,12,17,14.73,13.39
1992,12,18,14.42,13.33
1992,12,19,18.43,12.65
1992,12,20,18.48,13.21
1992,12,21,17.8,13.05
1992,12,22,16.15,13.5
1992,12,23,17.28,12.59
1992,12,24,17.03,13.02
1992,12,25,17.01,14.08
1992,12,26,16.05,13.37
1992,12,27,15.13,14.26
1992,12,28,14.55,11.62
1992,12,29,12.01,11.01
1992,12,30,12.75,11.56
1992,12,31,13.26,12.15
1993,1,1,13.65,12.14
1993,1,2,13.01,11.11
1993,1,3,12.92,10.56
1993,1,4,12.12,10.05
1993,1,5,12.73,10.51
1993,1,6,13.19,11.91
1993,1,7,13.33,10.88
1993,1,8,14.3,10.73
1993,1,9,15.01,12.34
1993,1,10,15.67,12.07
1993,1,11,15.32,12.62
1993,1,12,15.12,12.07
1993,1,13,15.78,12.08
1993,1,14,16.14,10.9
1993,1,15,15.84,12.79
1993,1,16,15.01,11.6
1993,1,17,15.94,10.51
1993,1,18,16.21,11.9
1993,1,19,15.51,12.05
1993,1,20,15.8,12.64
1993,1,21,15.22,12.27
1993,1,22,15.19,11.27
1993,1,23,14.97,12.07
1993,1,24,14.59,11.28
1993,1,25,13.33,11.54
1993,1,26,13.69,11.9
1993,1,27,14.19,11.84
1993,1,28,14.8,11.53
1993,1,29,16.23,11.9
1993,1,30,17.8,11.69
1993,1,31,16.22,12.36
1993,2,1,15.89,12.08
1993,2,2,15.69,13.08
1993,2,3,15.01,12.72
1993,2,4,15.51,12.08
1993,2,5,15.59,11.76
1993,2,6,16.15,12.51
1993,2,7,14.68,12.83
1993,2,8,14.94,12.61
1993,2,9,14.15,11.79
1993,2,10,15.73,11.39
1993,2,11,15.4,12.44
1993,2,12,15.35,13.01
1993,2,13,14.98,11.75
1993,2,14,16.21,12.33
1993,2,15,14.94,11.75
1993,2,16,14.65,12.0
1993,2,17,12.88,11.83
1993,2,18,13.34,11.44
1993,2,19,14.23,12.24
1993,2,20,13.45,11.56
1993,2,21,14.87,11.27
1993,2,22,13.03,10.85
1993,2,23,11.54,9.65
1993,2,24,10.84,9.38
1993,2,25,11.66,9.28
1993,2,26,12.94,9.73
1993,2,27,11.33,9.37
1993,2,28,11.01,9.86
1993,3,1,10.52,8.32
1993,3,2,10.24,8.15
1993,3,3,13.68,10.48
1993,3,4,14.03,10.48
1993,3,5,12.95,10.96
1993,3,6,12.87,10.72
1993,3,7,14.51,10.21
1993,3,8,15.33,11.95
1993,3,9,13.52,12.1
1993,3,10,13.56,11.62
1993,3,11,16.66,11.55
1993,3,12,15.11,12.28
1993,3,13,16.95,12.68
1993,3,14,16.15,13.41
1993,3,15,16.83,12.09
1993,3,16,16.92,13.57
1993,3,17,16.19,13.68
1993,3,18,18.03,12.66
1993,3,19,17.98,14.12
1993,3,20,17.25,14.86
1993,3,21,19.44,15.43
1993,3,22,16.74,14.44
1993,3,23,16.81,13.34
1993,3,24,19.13,14.15
1993,3,25,14.76,11.15
1993,3,26,12.83,11.4
1993,3,27,12.97,11.46
1993,3,28,17.02,11.12
1993,3,29,16.39,13.22
1993,3,30,16.79,12.72
1993,3,31,17.82,12.84
1993,4,1,16.36,14.13
1993,4,2,14.53,12.81
1993,4,3,15.8,12.58
1993,4,4,18.26,13.87
1993,4,5,17.24,14.26
1993,4,6,18.51,15.21
1993,4,7,18.08,15.62
1993,4,8,19.12,16.08
1993,4,9,19.6,16.85
1993,4,10,19.2,16.47
1993,4,11,18.24,15.09
1993,4,12,17.9,14.98
1993,4,13,17.87,15.75
1993,4,14,15.22,11.82
1993,4,15,16.69,13.11
1993,4,16,15.51,12.69
1993,4,17,15.97,13.06
1993,4,18,17.4,12.46
1993,4,19,19.1,13.31
1993,4,20,22.07,15.33
1993,4,21,22.63,16.92
1993,4,22,18.16,15.54
1993,4,23,19.66,14.43
1993,4,24,18.38,14.86
1993,4,25,17.4,14.4
1993,4,26,15.9,11.55
1993,4,27,16.97,11.58
1993,4,28,17.6,13.73
1993,4,29,17.04,13.33
1993,4,30,17.42,13.27
1993,5,1,17.79,14.68
1993,5,2,17.43,14.4
1993,5,3,18.48,13.94
1993,5,4,19.99,15.26
1993,5,5,16.8,15.1
1993,5,6,17.6,14.68
1993,5,7,18.46,15.13
1993,5,8,20.84,16.25
1993,5,9,22.34,17.35
1993,5,10,20.83,16.74
1993,5,11,20.18,16.74
1993,5,12,18.9,16.55
1993,5,13,19.25,16.78
1993,5,14,19.4,16.25
1993,5,15,19.81,15.92
1993,5,16,20.24,15.96
1993,5,17,22.16,16.88
1993,5,18,19.65,17.24
1993,5,19,19.25,16.47
1993,5,20,18.89,16.28
1993,5,21,18.89,15.83
1993,5,22,20.75,16.77
1993,5,23,25.01,17.87
1993,5,24,26.98,20.61
1993,5,25,28.69,20.55
1993,5,26,21.58,17.63
1993,5,27,21.41,17.93
1993,5,28,21.43,18.97
1993,5,29,21.5,18.26
1993,5,30,20.62,18.16
1993,5,31,21.97,17.96
1993,6,1,21.94,18.9
1993,6,2,22.28,18.52
1993,6,3,23.19,19.62
1993,6,4,22.95,19.3
1993,6,5,24.79,19.63
1993,6,6,22.15,19.26
1993,6,7,21.62,18.95
1993,6,8,21.5,19.19
1993,6,9,22.0,19.52
1993,6,10,23.88,20.33
1993,6,11,22.29,20.35
1993,6,12,22.13,19.37
1993,6,13,23.05,19.48
1993,6,14,23.01,19.48
1993,6,15,23.58,19.78
1993,6,16,23.59,19.89
1993,6,17,23.64,20.04
1993,6,18,24.51,20.12
1993,6,19,24.68,20.29
1993,6,20,24.68,21.08
1993,6,21,23.12,20.51
1993,6,22,23.71,20.44
1993,6,23,23.44,20.77
1993,6,24,23.98,20.12
1993,6,25,25.75,20.49
1993,6,26,26.69,20.77
1993,6,27,23.84,20.12
1993,6,28,27.73,21.83
1993,6,29,24.32,21.23
1993,6,30,25.12,21.25
1993,7,1,24.86,21.64
1993,7,2,23.23,21.11
1993,7,3,23.74,21.42
1993,7,4,29.88,21.62
1993,7,5,25.75,22.14
1993,7,6,23.71,21.28
1993,7,7,24.37,21.36
1993,7,8,24.63,21.08
1993,7,9,29.1,22.49
1993,7,10,26.51,22.76
1993,7,11,24.46,22.08
1993,7,12,24.41,21.15
1993,7,13,24.04,20.75
1993,7,14,25.19,20.73
1993,7,15,26.69,22.26
1993,7,16,24.88,22.01
1993,7,17,25.94,22.29
1993,7,18,25.44,22.55
1993,7,19,26.32,22.4
1993,7,20,25.68,22.78
1993,7,21,24.28,22.03
1993,7,22,24.18,21.37
1993,7,23,25.1,21.02
1993,7,24,26.37,21.21
1993,7,25,25.73,22.58
1993,7,26,24.45,22.05
1993,7,27,25.01,21.55
1993,7,28,25.75,22.33
1993,7,29,28.44,22.5
1993,7,30,26.14,23.31
1993,7,31,25.23,22.44
1993,8,1,27.39,22.26
1993,8,2,26.36,24.01
1993,8,3,27.19,23.95
1993,8,4,28.74,24.48
1993,8,5,29.03,24.74
1993,8,6,28.6,25.92
1993,8,7,29.66,25.5
1993,8,8,29.62,24.44
1993,8,9,27.08,23.9
1993,8,10,27.87,23.39
1993,8,11,26.52,24.04
1993,8,12,27.9,23.76
1993,8,13,26.39,23.37
1993,8,14,26.83,23.52
1993,8,15,25.66,23.29
1993,8,16,26.3,23.1
1993,8,17,26.65,23.61
1993,8,18,26.98,23.62
1993,8,19,27.19,23.61
1993,8,20,28.37,23.83
1993,8,21,28.23,24.35
1993,8,22,28.28,24.21
1993,8,23,27.39,24.09
1993,8,24,30.15,24.32
1993,8,25,27.16,24.01
1993,8,26,25.81,23.37
1993,8,27,25.63,22.76
1993,8,28,25.98,22.45
1993,8,29,25.28,23.23
1993,8,30,25.9,22.64
1993,8,31,26.98,22.98
1993,9,1,27.62,23.52
1993,9,2,25.38,23.18
1993,9,3,26.63,22.94
1993,9,4,25.77,22.85
1993,9,5,25.37,22.69
1993,9,6,26.37,23.03
1993,9,7,27.35,23.72
1993,9,8,26.63,23.69
1993,9,9,24.78,23.12
1993,9,10,24.62,22.36
1993,9,11,24.87,22.2
1993,9,12,26.07,21.98
1993,9,13,26.01,22.77
1993,9,14,24.56,21.51
1993,9,15,25.01,20.71
1993,9,16,25.3,22.35
1993,9,17,26.73,21.95
1993,9,18,24.51,21.62
1993,9,19,23.58,21.24
1993,9,20,24.06,21.15
1993,9,21,24.78,21.99
1993,9,22,30.44,22.48
1993,9,23,22.14,17.87
1993,9,24,21.8,20.11
1993,9,25,22.76,19.63
1993,9,26,23.76,20.19
1993,9,27,22.85,19.92
1993,9,28,21.37,19.59
1993,9,29,22.3,19.02
1993,9,30,24.29,19.94
1993,10,1,22.67,20.04
1993,10,2,22.28,20.14
1993,10,3,20.79,19.2
1993,10,4,22.55,18.86
1993,10,5,23.7,19.81
1993,10,6,22.03,19.79
1993,10,7,22.55,19.73
1993,10,8,21.28,19.16
1993,10,9,23.29,18.28
1993,10,10,22.95,20.12
1993,10,11,25.19,20.26
1993,10,12,21.62,18.75
1993,10,13,23.32,18.39
1993,10,14,20.35,18.55
1993,10,15,20.48,17.58
1993,10,16,26.23,18.65
1993,10,17,20.9,18.18
1993,10,18,19.26,17.8
1993,10,19,20.09,18.58
1993,10,20,20.97,18.49
1993,10,21,18.65,16.78
1993,10,22,17.5,15.68
1993,10,23,16.94,15.29
1993,10,24,17.73,15.43
1993,10,25,18.53,16.56
1993,10,26,21.05,17.33
1993,10,27,20.92,17.12
1993,10,28,18.85,16.75
1993,10,29,19.8,16.52
1993,10,30,22.14,16.83
1993,10,31,20.52,17.37
1993,11,1,20.69,17.0
1993,11,2,20.01,17.0
1993,11,3,18.73,17.3
1993,11,4,18.85,15.53
1993,11,5,18.14,15.44
1993,11,6,18.3,15.94
1993,11,7,17.27,14.51
1993,11,8,17.51,15.26
1993,11,9,18.61,14.69
1993,11,10,18.49,15.02
1993,11,11,19.6,16.32
1993,11,12,19.71,16.97
1993,11,13,18.08,16.03
1993,11,14,20.05,16.04
1993,11,15,16.93,14.92
1993,11,16,14.95,13.45
1993,11,17,16.7,13.41
1993,11,18,16.55,14.89
1993,11,19,16.8,14.78
1993,11,20,16.19,13.37
1993,11,21,15.56,13.26
1993,11,22,18.31,12.69
1993,11,23,18.04,13.82
1993,11,24,16.69,13.45
1993,11,25,16.02,14.58
1993,11,26,15.21,13.28
1993,11,27,15.87,14.53
1993,11,28,16.4,13.42
1993,11,29,16.04,14.06
1993,11,30,17.79,15.45
1993,12,1,16.13,13.62
1993,12,2,15.37,13.4
1993,12,3,16.05,13.83
1993,12,4,16.2,14.7
1993,12,5,16.01,13.42
1993,12,6,16.98,14.04
1993,12,7,15.72,14.4
1993,12,8,16.24,13.77
1993,12,9,17.51,13.73
1993,12,10,16.37,13.52
1993,12,11,16.05,13.59
1993,12,12,16.17,13.8
1993,12,13,17.83,12.32
1993,12,14,17.51,14.91
1993,12,15,15.33,13.22
1993,12,16,15.46,12.58
1993,12,17,15.18,13.38
1993,12,18,15.26,12.45
1993,12,19,14.7,12.77
1993,12,20,15.83,12.52
1993,12,21,17.62,13.74
1993,12,22,14.65,13.69
1993,12,23,15.68,13.79
1993,12,24,15.22,13.25
1993,12,25,15.76,13.69
1993,12,26,16.05,14.33
1993,12,27,16.15,13.64
1993,12,28,14.37,12.67
1993,12,29,15.98,13.35
1993,12,30,15.74,13.28
1993,12,31,17.06,12.87
1994,1,1,16.17,14.21
1994,1,2,16.47,13.76
1994,1,3,17.7,13.82
1994,1,4,16.87,14.69
1994,1,5,15.66,13.03
1994,1,6,17.68,10.94
1994,1,7,14.32,12.16
1994,1,8,13.55,11.94
1994,1,9,15.66,12.37
1994,1,10,16.51,13.15
1994,1,11,14.19,12.8
1994,1,12,15.55,13.89
1994,1,13,16.49,13.32
1994,1,14,17.01,13.83
1994,1,15,15.48,13.37
1994,1,16,14.15,12.37
1994,1,17,13.46,11.9
1994,1,18,13.35,11.48
1994,1,19,14.08,12.14
1994,1,20,12.83,10.34
1994,1,21,12.14,10.23
1994,1,22,12.73,10.37
1994,1,23,12.49,10.46
1994,1,24,12.63,11.01
1994,1,25,14.45,12.0
1994,1,26,14.43,11.95
1994,1,27,13.81,11.72
1994,1,28,15.16,11.76
1994,1,29,13.82,11.91
1994,1,30,14.74,10.84
1994,1,31,15.04,10.25
1994,2,1,15.51,11.25
1994,2,2,15.0,11.43
1994,2,3,16.82,11.97
1994,2,4,14.45,10.47
1994,2,5,11.11,9.26
1994,2,6,12.98,9.83
1994,2,7,14.13,10.81
1994,2,8,13.39,11.58
1994,2,9,13.42,11.1
1994,2,10,14.47,11.73
1994,2,11,14.39,12.29
1994,2,12,15.23,11.82
1994,2,13,14.63,11.47
1994,2,14,16.55,11.44
1994,2,15,15.19,13.01
1994,2,16,16.69,12.68
1994,2,17,13.71,11.87
1994,2,18,14.48,11.41
1994,2,19,14.76,12.44
1994,2,20,15.76,12.45
1994,2,21,16.43,12.62
1994,2,22,16.9,13.8
1994,2,23,18.01,14.8
1994,2,24,16.31,13.44
1994,2,25,16.65,13.13
1994,2,26,23.3,13.69
1994,2,27,15.9,13.69
1994,2,28,16.74,13.28
1994,3,1,15.64,12.65
1994,3,2,14.88,12.82
1994,3,3,14.61,12.16
1994,3,4,15.12,11.66
1994,3,5,15.31,11.99
1994,3,6,15.79,13.3
1994,3,7,15.32,13.2
1994,3,8,16.0,12.78
1994,3,9,16.47,12.18
1994,3,10,16.69,12.92
1994,3,11,16.68,12.18
1994,3,12,16.34,13.12
1994,3,13,15.02,12.69
1994,3,14,16.05,12.88
1994,3,15,16.8,12.99
1994,3,16,15.45,13.16
1994,3,17,15.56,13.06
1994,3,18,15.58,11.63
1994,3,19,18.91,13.44
1994,3,20,19.69,15.31
1994,3,21,16.9,14.06
1994,3,22,15.79,14.05
1994,3,23,16.55,13.82
1994,3,24,18.84,13.58
1994,3,25,20.86,15.7
1994,3,26,16.52,14.37
1994,3,27,16.42,14.03
1994,3,28,17.63,13.89
1994,3,29,19.26,14.69
1994,3,30,21.85,15.14
1994,3,31,18.61,15.92
1994,4,1,18.69,16.22
1994,4,2,16.66,13.97
1994,4,3,14.15,11.52
1994,4,4,14.75,12.93
1994,4,5,17.12,13.9
1994,4,6,16.25,13.67
1994,4,7,19.0,14.29
1994,4,8,16.66,14.15
1994,4,9,17.82,12.71
1994,4,10,17.81,14.76
1994,4,11,15.36,13.12
1994,4,12,15.83,13.17
1994,4,13,18.38,12.32
1994,4,14,17.15,14.12
1994,4,15,15.3,12.82
1994,4,16,14.86,11.94
1994,4,17,15.3,11.73
1994,4,18,16.73,12.76
1994,4,19,15.19,11.7
1994,4,20,16.63,11.77
1994,4,21,17.07,13.37
1994,4,22,18.17,13.75
1994,4,23,19.01,15.64
1994,4,24,18.87,15.27
1994,4,25,16.66,14.51
1994,4,26,16.96,14.4
1994,4,27,17.51,15.13
1994,4,28,18.14,14.3
1994,4,29,18.42,14.95
1994,4,30,18.54,15.73
1994,5,1,18.85,15.26
1994,5,2,20.37,15.48
1994,5,3,21.01,17.85
1994,5,4,21.64,17.13
1994,5,5,20.01,16.62
1994,5,6,20.04,16.05
1994,5,7,21.79,16.42
1994,5,8,18.62,17.17
1994,5,9,19.41,16.83
1994,5,10,19.42,15.79
1994,5,11,20.12,16.48
1994,5,12,18.16,15.16
1994,5,13,19.98,16.28
1994,5,14,19.46,16.3
1994,5,15,20.98,16.92
1994,5,16,19.84,16.62
1994,5,17,18.77,17.01
1994,5,18,18.61,17.26
1994,5,19,20.92,16.61
1994,5,20,21.23,18.17
1994,5,21,22.7,19.19
1994,5,22,23.46,18.57
1994,5,23,23.01,19.15
1994,5,24,21.76,18.97
1994,5,25,22.08,18.73
1994,5,26,23.53,20.89
1994,5,27,23.94,20.72
1994,5,28,24.11,20.48
1994,5,29,24.45,19.8
1994,5,30,25.58,21.51
1994,5,31,25.24,21.7
1994,6,1,30.48,22.42
1994,6,2,22.89,20.19
1994,6,3,22.69,20.12
1994,6,4,22.46,19.46
1994,6,5,23.5,19.69
1994,6,6,21.59,19.21
1994,6,7,22.48,18.53
1994,6,8,21.83,19.47
1994,6,9,21.94,19.23
1994,6,10,21.45,18.7
1994,6,11,21.81,18.67
1994,6,12,20.24,17.65
1994,6,13,20.98,17.08
1994,6,14,21.98,18.2
1994,6,15,22.61,18.78
1994,6,16,24.97,19.69
1994,6,17,28.01,21.04
1994,6,18,24.88,20.95
1994,6,19,25.03,20.18
1994,6,20,24.08,20.76
1994,6,21,23.32,20.44
1994,6,22,22.91,19.98
1994,6,23,24.27,19.56
1994,6,24,28.83,21.19
1994,6,25,25.21,21.29
1994,6,26,23.0,21.12
1994,6,27,23.69,20.4
1994,6,28,23.41,20.23
1994,6,29,24.69,20.47
1994,6,30,26.21,21.36
1994,7,1,27.07,22.64
1994,7,2,29.74,24.55
1994,7,3,27.39,25.57
1994,7,4,30.83,25.55
1994,7,5,30.37,26.18
1994,7,6,28.54,24.12
1994,7,7,25.15,22.98
1994,7,8,26.12,22.61
1994,7,9,26.78,22.76
1994,7,10,26.85,22.98
1994,7,11,26.74,22.73
1994,7,12,26.93,23.4
1994,7,13,27.55,23.25
1994,7,14,28.4,23.76
1994,7,15,27.55,23.32
1994,7,16,31.2,24.13
1994,7,17,28.01,24.86
1994,7,18,29.53,24.86
1994,7,19,27.56,25.01
1994,7,20,27.13,24.16
1994,7,21,27.11,23.94
1994,7,22,26.76,23.71
1994,7,23,29.35,24.03
1994,7,24,26.85,23.94
1994,7,25,27.25,23.7
1994,7,26,26.13,23.21
1994,7,27,28.0,24.03
1994,7,28,27.48,24.14
1994,7,29,28.1,24.53
1994,7,30,28.06,24.5
1994,7,31,27.63,24.59
1994,8,1,27.27,24.01
1994,8,2,26.95,23.9
1994,8,3,28.32,24.59
1994,8,4,27.32,24.67
1994,8,5,28.27,25.05
1994,8,6,28.3,25.11
1994,8,7,30.14,25.95
1994,8,8,29.37,26.4
1994,8,9,30.73,27.87
1994,8,10,29.71,25.77
1994,8,11,28.23,25.62
1994,8,12,29.93,25.83
1994,8,13,30.77,26.87
1994,8,14,30.3,26.36
1994,8,15,30.98,26.02
1994,8,16,30.39,26.26
1994,8,17,28.9,26.23
1994,8,18,28.36,25.96
1994,8,19,29.03,25.23
1994,8,20,31.21,26.94
1994,8,21,31.75,27.76
1994,8,22,31.84,27.28
1994,8,23,29.76,26.55
1994,8,24,30.8,25.78
1994,8,25,28.19,25.6
1994,8,26,28.58,25.3
1994,8,27,30.12,25.57
1994,8,28,29.62,26.51
1994,8,29,30.09,26.51
1994,8,30,29.47,25.94
1994,8,31,29.18,26.62
1994,9,1,29.23,25.55
1994,9,2,27.7,25.32
1994,9,3,27.51,24.65
1994,9,4,28.34,24.8
1994,9,5,26.05,23.69
1994,9,6,26.85,23.62
1994,9,7,31.77,25.59
1994,9,8,28.14,24.85
1994,9,9,27.64,23.92
1994,9,10,26.55,23.53
1994,9,11,27.94,24.35
1994,9,12,26.56,24.48
1994,9,13,28.0,24.76
1994,9,14,26.07,22.62
1994,9,15,25.08,22.02
1994,9,16,24.71,21.22
1994,9,17,24.25,22.19
1994,9,18,22.48,21.05
1994,9,19,22.55,20.8
1994,9,20,25.33,20.58
1994,9,21,27.51,22.42
1994,9,22,26.23,21.08
1994,9,23,22.9,21.34
1994,9,24,23.44,21.01
1994,9,25,24.74,21.43
1994,9,26,24.42,21.78
1994,9,27,23.23,21.98
1994,9,28,24.71,22.01
1994,9,29,23.79,20.9
1994,9,30,22.94,20.32
1994,10,1,23.19,21.33
1994,10,2,21.98,20.69
1994,10,3,21.95,20.21
1994,10,4,23.45,20.59
1994,10,5,24.53,21.26
1994,10,6,22.23,20.83
1994,10,7,21.97,20.22
1994,10,8,23.87,20.44
1994,10,9,26.26,20.9
1994,10,10,24.35,21.22
1994,10,11,23.4,20.67
1994,10,12,22.57,21.01
1994,10,13,22.38,20.92
1994,10,14,22.7,20.75
1994,10,15,23.66,20.52
1994,10,16,21.7,19.86
1994,10,17,20.09,18.83
1994,10,18,20.59,18.89
1994,10,19,22.12,18.46
1994,10,20,20.95,18.94
1994,10,21,20.57,18.93
1994,10,22,20.98,18.8
1994,10,23,21.42,19.26
1994,10,24,21.38,18.62
1994,10,25,20.53,17.9
1994,10,26,21.37,18.81
